,NAME,PHONE NO,COMPANY ORG,LOCATION,BIZ ADDRESS,SHARE CAPITAL,EMAIL,SECTOR,PRODUCT/SERVICES,NO OF EMPLOYEES,TURNOVER
,JUST FOOD LTD,234(1)7740233,,Lagos,"Plot H, Block 3 Oshodi/Oworonsoki Expressway Ilupeju Industrial Estate",,sales@justfoodwestafrica.com,Other Service Activities ,"Sale And Distribution Of Food Equipments, Consumables, Ice-Cream Powder, Milk Pots, Non-Diary Cream, Natural Fruit Flavour Syrups, Pastries, Packages And Production Of Ice Cream Cone & Products",,
,AFRICA DIVING SERVICES LTD,234(0)8181696481,,Lagos,33 Creek Road Apapa,,info@ads-ng.com,Other Service Activities ,Provide Diving & Rov Services (Subsea Services),,
,EMPIRE BUSINESS SOLUTIONS LTD,234(0)8081595453,,Lagos,16 Queen Street,,business@empirebsl.com,Information & Communication,"Engaged Into E-Commerce Consulting With Special Interest In Online Payments, Collections And Trading Solutions Development, Internet Security Consulting And Business Processes Automation.",,
,SB-TELECOMS AND DEVICES LIMITED,234(0)8113677777,,Lagos,"Terrace Wing, TBS Complex Onikan Lagos",,info@sbtelecoms.com; sadiq.yinka@sbtelecoms.com,Information & Communication,"Telecoms And Biometric Ict Solutions, Application Development And Software Management",,
,ZPC SIPML CONTRIBUTION ACCOUNT,234(1)2716000,,Lagos,Olakunle Bakare Close Off Sanusi Fafunwa,,pensionsolution@stanbicibtc.com,Other Service Activities , ,,
,RELIANCE INFOSYSTEMS LIMITED,234(1)6282729,,Lagos,"71I, Freedom Way Ikate Lekki Phase 1",,info@relianceinfosystems.com,Information & Communication,Provides Infrastructure Services And Engaged Into Software Development,,
,1ST INTELLIT SOLUTIONS LTD,234(1)7644602,,Lagos,Block 77 Cmd Road Magodo Shangisha,,info@intellitsolutions.com,Information & Communication,Engaged In Software And Technical Consulting,,
,PAVELOGIC NIGERIA LIMITED,234(0)8023077909,,Lagos,Eko Akete Road,,hello@pavelogic.com,Education,Provides Leadership Qualities In Young People,,
,FLYRATE EXCELLENCE LIMITED,234(1)4536047,,Lagos,120/12 Bosun Adekoya Street Off Oniru Market Road,,info@flyratexcellence.com,Construction,"Construction Services, Procurement And Supplies",,
,SIMON SUNDAY ADEJUWON VENTURES,234(0)7030064269,,Lagos,Akinsanmi Street Obanikoro,,princesimon2020@yahoo.com,Education,Engaged In Mentorship And Community Service,,
,HIGH TECH DATA SYSTEMS LTD,234(1)2956325,,Lagos,Ogunlana Drive,,sales@hdsgroup.com,Information & Communication,Engaged In Hardware And Software Supply And Installation,,
,AVAILSYS LTD,234(0)8052708253,,Lagos,Campbell Street,,info@availsys.com,Information & Communication,"Availsys Is A Leading Nigeria-Based Systems Integration Firm Committed To Helping Companies Achieve Optimum Performance By Enhancing Their Systems And Human-Centric Processes, Business Process Management, Enterprise Application Integration, And Portals And Collaboration",,
,MALTON TECHNOLOGIES LIMITED,234(0)7027997643,,Lagos,Valley View Plaza 99 Opebi Road Ikeja Lagos,,info@maltontech.com,Information & Communication,"ICT Solutions and Service provider, Hardward, Software Licensing and Subscription, Networking, I.T as a services, I.T Outsourcing",,
,CEDARVIEW COMMUNICATIONS LIMITED,234(1)2951555,,Lagos,No 7 Olufunmilola Okikiolu Street Off Toyin Street,,info@cedarviewng.com,Information & Communication,"Engaged Into Design, Planning And Implentation Of Techonological Solutions; Design And Implementation Of Voice, Data And Video Networks; Installation Of Terminal And Network Equipment; Engaged Into It Consultancy, System Integration, Software Development",,
,INTERNATIONAL COLLEGE IBEFUN LIMITED,234(0)8033070121,,Ogun,"Km 12 Old, Ijebu Ode - Lagos Road P.O. Box 5243 Marina",,info@icibefun.com,Education,Operates Schools,,
,CARDZ LIMITED,234(0)8034038840,,Lagos,1 Mid-City Plaza 1 Masha Road,,info@cardzlimited.com,Information & Communication,"Provider Of Id And Authentication Solutions, Security Solutions, Card-Based Vending And Dispensing Solutions",,
,HURLAG TECHNOLOGIES LIMITED,234(803)8033608726,,Lagos,"7,Ladipo Oluwole Street Off Adeniyi Jones Avenue",,info@hurlag.com,Other Service Activities ,Industrial engineering and contracting business,,
,CFL GLOBAL EXPRESS LTD,234(1)7667626,,Lagos,"45B, Oshodi Apapa Expressway, Charity, Oshodi",,sales@cflexglobal.com,Transport/storage,"Courier Services, Haulage, Global Air and Sea Freight forwarding and General Moving, Logistics",,
,OANDO RESERVOIR AND PRODUCTION SERVICES LIMITED,234(1)2702400,,Lagos,"2, Ajose Adeogun Street Victoria Island",,info@oandoplc.com;ORPSL@oandoplc.com,Petroleum downstream,Oil & Gas Production Services,,
,SABASTEEL INDUSTRIAL NIG LTD,234(0)7027702633,,Lagos,14/16 Mission Street Off Happy Home Avenue,,info@sabasteelng.com,Manufacturing,Manufactures Of Steel Products,,
,UMZA INTERNATIONAL FARMS LTD,234(80)8023111333,,Kano,Km 13 Off Zaria Road Before Kwanar Dawaki Kano,,mmaifata@yahoo.com,Other Service Activities , ,,
,INFO-FM RADIO NIGERIA LTD.,234(1)2710251,,Lagos,Aim Plaza 267A Etim Inyang Crescent Victoria Island Annex,,info@nigeriainfo.fm; info@nigeriainfo.fm/lagos; adminlagos@c,Information & Communication,Radio Broadcasting Stations,,
,REDEEMERS HIGH SCHOOL,234(1)3427393,,Lagos,Redeemers Camp,,info@redeemershighschool.com,Other Service Activities , ,,
,SCHISTE OIL AND GAS LIMITED,234(1)4543425,,Lagos,1 Justice Rose Ukeje Street Lekki Scheme,,info@schiste.com.ng; demola.adegbite@schiste.com.ng,Petroleum downstream,"Oilfield Support Services, Logistics Support Services, Procurement & Supply Chain Management, Project Management, Engineering Support Services, Training And Manpower Services, Marine Support Service",,
,ASB VALIANT COMPANY LIMITED,234(1)6284834,,Lagos,Novel House Plot 3 Jobi Fele Way Central Business District Alausa Ikeja,,info@asbvaliant.com,Power,"Power Generation , Energy, Energy Management And Offering , Energy Resource Management Services, Energy Services, Gas Services",,
,STANDARD METALLURGICAL COMPANY LTD,234(70)7085858548,,Lagos,35/39 Creek Road,,info@smc.com.ng; sales@smc.com.ng,Manufacturing,Steel manufacturing,,
,PRIME AND HILLS ENERGY SERVICES LIMITED,234(1)4545944,,Lagos,12 Daniyan Natalia Street Lekki Phase 1,,info@primeandhillsenergy.com,Other Service Activities ,"Engineering Services, Manpower Supply, Procurement",,
,DIVERSEY WEST AFRICA LIMITED,234(0)8130865000,,Lagos,35 Akin Osiyemi Street Off Allen Avenue,,customerservice.nigeria@ diversey .com,Other Service Activities ,"Hygiene Services And Chemicals For Beverage Company Hotels, Provision Of Chemicals For Cleaning And Food Processing, Consult",,
,AIR WAVE LIMITED,234(1)2701700,,Lagos,"Plot-B, Block-1 Ilupeju Industrial Avenue Mushin",,"fatimah@airwave.com, info@airwave.com.ng",Other Service Activities ,"Authorised distributor for security products, Energy Equipments Fabrication",,
,EER (COLOBUS) NIGERIA LIMITED,234(1)14628270,,Lagos,8C Adetokunbo Ademola Street,,info@eeras.com,Petroleum downstream,Engaged As Upstream Oil And Gas Company. Engaged In Crude Petroleum Production,,
,COOLLINK,234(1)2710255,,Lagos,Aim Plaza Etim Inyang,,sales@coollink.ng,Information & Communication,Engaged Into High Speed Internet And It Services,,
,NIGERIAN SOCIETY FOR NEONATAL MEDICINE,234(1)3346693,,Lagos,Department Of Pediatrics Lagos University Of Teaching Hospital,,keneiloh@gmail.com,Other Service Activities ,"Improving Newborn Care, Engaged In Contribution To The Acceleration Of The Reduction Of Newborn And Maternal Mortality Rates; Taking Essential Care Of Newborn Babies",,
,BESTMAN GAMES LIMITED,234(0)8036333667,,Lagos,"1,Akinfosile Close Off Raymond Njoku Road, Off Awolowo Road",,info@bestmangames.com; sales@bestmangames.com,Wholesale/retail trade,Distributor Of Customized Editions Of Monopoly - Board Game,,
,DANIUM ENERGY SERVICES LIMITED,234(1)3426710,,Lagos,"10, Anifowoshe Street, Off Adeola Odeku Street",,info@daniumenergy.com; akshay@daniumenergy.com,Petroleum downstream,"Oil and gas trade. Automotive gas oil, aviation turbine kerosene, dual purpose kerosene, low pour fuel oil.",,
,POLITRIX TECHNOLOGIES LIMITED,234(0)7014257616,,Lagos,Sahadatu Plaza Allen Avenue,,politrixtech@gmail.com,Information & Communication,"Smart Device (Tablets, Mobile Phones Etc, Software Applications) And Application Solutions Design And Development",,
,DISPUTE RESOLUTION AND DEVELOPMENT INITIATIVE,234(0)8039663431,,Kano,7 Zaria Road,,dagnigeria2011@yahoo.com,Other Service Activities ,"Engaged In Youth And Women Empowerment; Woman Rights And Good Governance; Provides Conflict Management, Election Monitoring Services",,
,ENOUGH IS ENOUGH,234(1)4545205,,Lagos,Ezekiel Street,,info@eienigeria.org,Other Service Activities ,Promote Good Governance And Public Accountability In Nigeria,,
,BEST-LINE (NIGERIA) LIMITED,234(1)7741305,,Lagos,"15, Hospital Rd, Off Diamond Bank Apapa- Oshodi Express Warehouse Bus Stop Olodi",,mike@bestlineltd.com; info@bestlineltd.com,Other Service Activities ,"Sales Of Welding Consumables And Welding Equipmentm Gas And Plasma Cutting Equipmet And Accessories, Abrasive Dics, Electric Power Tools And Fabrication Equipment",,
,GREENSPRINGS EDUCATIONAL SERVICES LIMITED,234(1)8541472,,Lagos,"Greensprings School 32, Olatunde Ayoola Avenue",,info.anthony@greenspringsschool.com,Education,Providing educational services Engaged in  schools and educational services,,
,GOLDEN IMAGE TECHNOLOGY LIMITED,234(0)8033024953,,Lagos,Aina Street Ojodu,,goldenimag@yahoo.com,Information & Communication,"Provides Computer Training, It Training And Ups Power Suppliers",,
,WIDOW'S MITE INTEGRATED DEVELOPMENT ASSOCIATION,234(0)9053057671,,Lagos,Gestric Plaza Osolo Way,,info@aql.com.ng; geecednet@yahoo.com,Manufacturing,"Creating Entrepreneurial Opportunities For Widows And Engaged Into Manufacturing, Marketing, Supply, And Distribution Of Agro-Based, Natural Indigenous Products, Goods And Services.",,
,REFEM MILLERS LIMITED,234(1)7905437,,Lagos,Ogudu Gra Road,,info@refem.com,Other Service Activities ,"Engaged Into Wholesale Of Tea, Food, Agricultural Products, Agriculture & Farms,Agro Allied Products And Offering Agro Allied Products, Gum Arabic, Dried Hibiscus Flower , Export Of Cocoa, Gum Arabic",,
,LS SCIENTIFIFC LIMITED,234(1)3429011,,Lagos,50 Adeyemo Akapo Street Omole Phase 1,,sales@lsscientific.com,Other Service Activities ,"Supply Of Chemicals, Laboratory Apparatus, P.P.Equipmentsand Calibration Services",,
,KNIGHT FRANK,234(0)7014962507,,Lagos,No. 24 Campbell Street,,info@ng.knightfrank.com; isaac.folorunso@yahoo.com,Construction,"Real Estate Consultancy Services, Property Management, Property Valuation And Agency",,
,HFGC ENERGY & POWER SOLUTIONS LIMITED,234(0)8053530318,,Lagos,No. 645 Oshodi Agege Express Way Shogunle,,"info@hfgcsolutions.com, support@hfgcsolutions.com",Power,Provides Engineering Servicesprovides Transmission And Distribution Of Electric Power.,,
,EDGEWOOD COLLEGE NIGERIA LIMITED,234(0)8035344633,,Lagos,"Kayode Otitoju Street Plot 14, Block 3",,info@edgewoodcollege.org.ng,Education,Engaged In Education,,
,GROOMING CENTRE,234(1)4545173,,Lagos,3 Tina Chris Street,,info@groomingcentre.org~~~,Financial Services,Engaged In Micro Loan And Micro Services,,
,NORTHRIDGE ENGINEERING LIMITED,234(1)2931787,,Lagos,22B Idowu Taylor Street,,info@northridgeengineering.net,Construction,"Civil Engineering Construction , Heavy Lifting And Heavy Transportation, Procurement",,
,PRACTICAL ENERGY SERVICES LIMITED,234(1)6321583,,Lagos,"18 Maduike Street, Off Raymond Njoku Street Off Awolowo Road",,adeniyi@peslng.com,Petroleum downstream,Oil servicing,,
,SEA-NET TECHNOLOGIES NIG. LTD,234(0)8092466466,,Lagos,Oba Akinjobi Way,,sales@seanetng.com,Information & Communication,Provide Broadband Internet Services,,
,MAAXPRO INDUSTRIES LIMITED,234(0)8035351310,,Ogun,"Connect Building Km 38, Lagos-Abeokuta Expressway",,sudhir@maaxpro.com,Manufacturing,"Business Of General Contractors, Suppliers, Sales, Marketing And Distribution Of General Goods As Well As Manufacturers Of Goods",,
,HONEYBROOK ENERGY COMPANY LTD,234(1)6326204,,Lagos,"27A Femi Okunu Housing Estate Phase 1, Opposite Jakande",,"info@hbgroupng.com, contacthoneybrook@gmail.com",Transport/storage,"Provision And Operation Of Marine Vessels; Psv, Crew Boats, Ahts, Standby Vessels & Dredgers",,
,NETSPEX LIMITED,234(0)8077886537,,Lagos,Dolphin Estate Ilupeju Street Ikoyi,,info@netspexlimited.com,Information & Communication,Provides It Services And Solutions,,
,SABROW-HI-TECH EQUIPMENT AND AUTOMATIONS LIMITED,234(0)8033386366,,Lagos,"F & F Plaza Suite G3 No.44 Adebisi Awoshoga Street, Cement Bus Stop",,sab_aneke@yahoo.com,Other Service Activities ,"Industrial & Process Automation,Instrumention And Industrial Communication",,
,NRG DRILLING NIGERIA LIMITED,234(1)2711751,,Lagos,Off Adeola Odeku Plot 1717 Mike Adenuga Close,,enquiries@nrgdrilling.com,Other Service Activities ,Drilling engineering & general industrial services.,,
,ICONIC INTERNATIONAL LOGISTICS LTD,234(0)8028107163,,Lagos,Ajoke Shopping Complex 1,,iconiclogistics@yahoo.com,Transport/storage,Engaged Itno Logistics Services,,
,KENMAK PHARMACEUTICAL  INDUSTRIES LIMITED,234(70)7014528376,,Lagos,5 Olutosin Ajayi Street Ajao Estate,,johnsonkennedy@hotmail.com,Other Service Activities ,Importation Of Pharmaceutical Products E.G Multivatamin Capsles With Korean Ginseng  And Others,,
,AFRIGLOBAL LOGISTICS & SUPPLY CHAIN SOLUTIONS LTD,234(0)8029437810,,Lagos,"33, Eleganza Complex Mobolaji Johnson Avenue, Oregun",,info@afriglobal-logistics.com,Transport/storage,Freight Forwarder And Logistics Provider,,
,NEO-2 LIMITED,234(0)8033181603,,Lagos,22 Nim Building,,info@neo2.com,Information & Communication,Engaged Into Digital Technology Research,,
,PROTON ENERGY LTD,234(1)2956457,,Lagos,"4A, Shafi Sule Street Off Admiralty Way, Lekki Phase 1",,evc@protonenergyafrica.com;info@protonenergyafrica.com,Power,Independent Power Plant (Ipp) Developer,,
,M-P INFRASTRUCTURE LIMITED,234(80)8072244195,,Lagos,"Plot 25, Block 68 Bisola Durosinmi Etti Drive",,helen@mpiafrica.com,Information & Communication,Telecommunications,,
,YOKOGAWA NIGERIA LIMITED,234(1)8438811,,Lagos,"No. 8, Joseph Adu Street, Oniru Estate Victoria Island",,solalanlehin@yahoo.com,Other Service Activities , ,,
,MERCK PHARMACEUTICAL AND LIFE SCIENCES LIMITED,234(0)8037868645,,Lagos,"Church Gate Tower 1, Plot Pc 30 Church Gate Street",,service@merckgroup.com,Other Service Activities ,Engaged In Life Science And Pharmaceutical Business,,
,SOCIETY FOR ECONOMIC EMPOWERMENT AND ENTREPRENEURSHIP DEVELOPMENT,234(0)8079978892,,Kano,36 Ibrahim Taiwo Road,,info.seednigeria@gmail.com,Other Service Activities ,"Provides Services For Economic And Entrepreneurship Development; Provides Traning Of Leadership, Management And Entrepreneurship",,
,DIRECTUS UNIVERSAL LIMITED,234(0)8060038269,,Lagos,"4, Fajumobi Street Egbeda, Alimosho",,directusuniversalltd@gmail.com,Information & Communication,Engaged In Media Communications,,
,NOXIE LIMITED,234(0)8064906812,,Lagos,"Plot 27, Block 74 Emmanuel Abimbola Street By Fola Osibo Road",,ngozi@oyewole.com; noxielimited@gmail.com,Other Service Activities ,"Noxie Limited Is A Leading Service Provider Of Furniture, Personal Protective Equipment (Ppe), Corporate Branding, Promotional Items, Trucking & Haulage, Barge & Tugboat Leasing",,
,AMERICAN BUSINESS COUNCIL,234(1)2704420,,Lagos,Sanusi Fafunwa Street C&C Tower,,info@abcnig.com; kunle.olumide@abcnig.com,Other Service Activities ,To Promote The Development Of Commerce And Investments Between The United States Of America And The Federal Republic Of Nigeria,,
,PANOTONE12 LIMITED,234(0)8035352701,,Lagos,Udeco Medical Road Chevyview Estate,,osa.afe@panotone12.com,Information & Communication,Provide Information Technology Services,,
,LAUDABLE FREIGHT LIMITED,234(0)8022524990,,Lagos,Adekunle Bisi Street Ogudu GRA,,funkebakre@laudablegroup.com;info@laudablefreight.com.ng,Transport/storage,"Engaged In Transportation Services, Clearing & Forwarding, Freight Carriers, Consultancy",,
,ALFA CENTAURI PUMPS LTD,234(1)2930682,,Lagos,Chibotu Okoye House 2 Ogunji Street,,info@acpumps-ng.com,Other Service Activities ,"Engaged Into Pump Engeering Company; Installing Of Firefighting Equipment, Loading Arms, Flow Meters, Grounding Devices; Supply Of General Manufacturing Equipment & Oil And Gas Equipment",,
,ST JUDE'S PRIVATE SCHOOL,234(0)8060502296,,Lagos,5Th Avenue,,contact@sjpschools.org,Education,Provide Education,,
,SKB LOGISTICS LIMITED,234(1)7761852,,Lagos,"19 Ogunsefunmi Street Anifowose, Anifowoshe, Ikeja",,skbng@skblogistics.com,Transport/storage,"Engaged In Transportation Services, Door To Door Delivery Service, Import And Export Financing, Freight Forwarding /Off Shore Consolidation, Prompt Dispatch Of Documents , Vessel Charter, Process Delivery Of On Shore Consignments , Sea Freight, Secure Waivers From Shipping Companies , Air Freight",,
,PAGE MICROFINANCE BANK LIMITED,234(1)6317243,,Lagos,"23, Norman Williams Street Off Keffi Street, Off Awolowo Road",,page@pagemfbank.com,Transport/storage,"Financial Services Provider (Savings, Loans, Deposits)",,
,COMPRESSION AND POWER SYSTEMS LIMITED,234(1)4485227,,Lagos,"35A, Oyibo Adjarho Street",,info@cpslgroup.com,Power,"Supply, Install, Revamp, Operate, And Maintain Oil , Gas, And Power, Heavy Duty Equipment Including Spare Parts",,
,EPS INTEGRATED INT'L SERVICES LTD,234(1)2950634,,Lagos,"35, Kofo Abayomi Street Victoria Island",,enquiry@eps-ng.com; gm@eps-ng.com,Other Service Activities ,"Human Resources Consulting Services, Inspection & Qaqc",,
,ALL-WAYS CONTRACTING COMPANY,234(0)7082995658,,Lagos,Adetokunbo Adewale Street,,tolumark@gmail.com,Information & Communication,Provide It Services,,
,EON GLOBAL SERVICES LIMITED,234(0)8023335605,,Lagos,"2,Olusesan Adetula Street Kilo Surulere",,info@eonglobalng.com,Construction,Engineering Procurement And Construction,,
,BUDGIT INFORMATION TECHNOLOGY NETWORK,234(0)7034944492,,Lagos,13 Hughes Street,,hello@yourbudgit.com,Other Service Activities ,A Civic Organization Which Is Engaged In Applying Technology In The Field Of Advocacy To Implement Transparent In The Government Information To The Public,,
,HORIZON SHORES NIGERIA LTD,234(1)2955207,,Lagos,20 Oguntona Crescent Gbagada,,info@horizon-shores.com ; seun@horizon-shores.com,Petroleum downstream,Provides Oil And Gases Services,,
,PLATINUM WEAVERS LIMITED,234(0)8053630234,,Lagos,"Block 28, Flat 1 Alapere Estate",,dekunle@platinumweavers.com,Manufacturing,Manufacturing Of Engineering Equipments And Marine Services,,
,LENZ COMMODITIES LIMITED,234(0)8124137590,,Lagos,10 Rhodes Crescent Off Kofo Abayomi Street,,lenzcommoditiesltd@gmail.com; info@lenzcommodities.com,agriculture,"Subject Company Is Engaged In Wholesale Of The Commodities Like Seeds, Pulses, Oil Nuts, Kernels And Exporting Of Timber/Teak Wood",,
,ANDCHRISTIE RESEARCH FOUNDATION,234(1)4549403,,Lagos,"West Wing, City Hall Catholic Mission Street",,info@cpparesearch.org,Other Service Activities ,"Consultancy, Public Policy Research, Training And Capacity Development",,
,D'MLOYS SOLUTIONS& DEVICES,234(0)8084089313,,Lagos,1 Ore-Ofe Street Agility 2 Mile 12,,info.dmloysolutions@gmail.com,Information & Communication,Provide Information And Communication Technology Services And Security Solutions,,
,FOUNTAIN OF JAZZ,234(0)8084089313,,Lagos,47 Zion Street,,foget1@gmail.com,Other Service Activities ,"Live Band, Music, Promotional Events",,
,OEMDATA SOLUTIONS LIMITED,234(0)8087613703,,Lagos,15 Borokini Street Gbasemo Aga,,afislonge@yahoo.com,Information & Communication,Engaged Into Ict Services,,
,PAC CAPITAL LIMITED,234(1)2716899,,Lagos,Plot 8A Elsie Femi Pearse Off Adeola Odeku,,info@panafricancapitalplc.com,Financial Services,"Provides Investment Banking Services, Engaged As Investment Bankers, Provide Advisory And Investment Services",,
,KEMAKOLAM PETER CHINEDU COMPANY LTD,234(0)8060506555,,Lagos,"Victoria Garden City Plot C6, Road 26",,ck@kpccompanyltd.com; ckemakolam@gmail.com,Other Service Activities ,"Sanitation, Social Development",,
,LOYALTY SOLUTIONS LIMITED,234(0)8023143480,,Lagos,"Oak House 66 Old Yaba Road, Off Herbert Macauley Road Ebute Metta, Yaba",,service@loyaltysolutionsnigeria.com; kolapo@loyaltysolutions,Other Service Activities ,"Loyalty Market Services - The Design, Development And Management Of Customer Loyalty & Reward Programs; Customer Driven Strategy Development & Enhancement Services; Partner Driven Discount And Lifestyle Benefits Networks Development & Management; Loyalty/Reward Program Software Licensing; Loyalty/Reward Program Operations Management; Loyalty/Reward Card Design & Production; Route-To-Market & Customer Research & Data Analysis; Customer Strategy Training Services",,
,DIVINE PIXELS,234(0)8034577888,,Lagos,"14,Olanipekun Avenue Ogba",,info@dvepixels@gmail.com,Information & Communication,It Services And Mobile App Services,,
,ZOMAY MARINE AND LOGISTICS LIMITED,234(1)2122014,,Lagos,5A Onilegbale Street Off Gerard Road,,info@zomaygroup.com; oladoyin.adetuyi@zomaygrop.com,Transport/storage,Service Provider-Marine Logistics,,
,BROLL PROPERTY SERVICES LIMITED,234(1)2701892,,Lagos,Ed Building 47 Marina Lagos Island Lagos,,nigeria@broll.com; ookwuonu@broll.com.ng,Construction,"Provides Commercial Broking, Corporate Real Estate Services, Facilities Management, Industrial And Investment Broking, Property And Project Management, Retail Leasing And Consulting, Research, Residential Estate Management And Shopping Center Management.",,
,AFRISEC DISTRIBUTION & CONSULTING LTD,234(9)2904481,,Lagos,"Udi Street, Osborne Street Foreshore Estate, Ikoyi",,info@afrisec.com; sales@afrisec.com,Information & Communication,"Distribution, Installation And Maintenance Of Complete Ip Security Solutions",,
,TALOD OCEANAIR FREIGHT NIG LTD,234(0)8060341051,,Lagos,19 Hakeem Olanrewaju Crescent,,talodoceanairfreight@gmail.com,Transport/storage,Engaged Into Freight Forwarding Transportation Services,,
,KOEMAN NIGERIA LIMITED,234(0)8034054207,,Lagos,"503, Ikorodu Road Ile Ile Bus Stop, Ketu",,arowoselu@koemannigeria.com,Transport/storage,"Inbound And Outbound Freight Handling, Packing, Crating And Storage. Consolidation Of Cargo (Outbound) Fast Deivery Of Time Sensitive, Smallairfreight/ Sea Freight Shipment, Door To Door Moving ( World Wide) , Destination Services, International Relocation Of Corporate Multinational Companies Expatriates",,
,MIRAFLASH NIGERIA LIMITED,234(1)8192902,,Lagos,2-8 Success Estate Off Brentfield Avenue Oke-Afa,,www.miraflash.com; miraflashnigerialtd@yahoo.com,Manufacturing,Manufacturer of pharmaceutical products,,
,WESTGLOW NIG LTD,234(0)8032382240,,Lagos,14 Adelabu Street,,westglownigeria@gmail.com,Other Service Activities ,Engaged In Supplying Provision Products,,
,WEST AFRICAN RUBBER PRODUCTS (NIGERIA) LIMITED,234(90)403248,,Lagos,Plot 68 Ikorodu Industrial Estate Odogunyan Ikorodu,,ikorodu.office@gmail.com,Manufacturing,Manufacturers of Rubber footwear,,
,CITECO TECHNICAL CO. LTD,234(1)7624181,,Lagos,Catholic Mission Street,,info@citecoglobal.com,Other Service Activities ,"Engineering & technical services, repair of conveyor belts",,
,MAINDATA NIGERIA LIMITED,234(1)3422000,,Lagos,Km 22 Ogombo Road,,info@mdx-i.com; ifeloju.alakija@mainone.net,Other Service Activities ,"Colocation Services, Cloud Services And Value Added Services",,
,THE IT COUNCIL,234(0)9051947707,,Lagos,"Tos Benson Estate Ikorodu, Block 60A Owutu",,"tobrappinton@gmail.com, info@theitcouncil.com.ng",Other Service Activities ,Business Consulting Services,,
,KASHFORD OVERSEAS LIMITED,234(0)8055504852,,Lagos,Ags Burma Compound No 20,,rahamth786@gmail.com,Other Service Activities ,Import And Export Of Commodities,,
,FOOD CONVEE AND SUNDRIES,234(0)8023075094,,Lagos,"23 Ogunlana Street, Off Adekunle Kuye Street Surulere",,oluteleogundipe@yahoo.com,Accommodation & Food Services,Engaged In Food Preparations,,
,FEBACHIKE AGENCIES LTD,234(1)1147778,,Lagos,Engr Emmanuel Madueke Crescent Olive Est,,info@febachike.com,Transport/storage,"Freight Forwarding, Project Logistics For Varied Industries, Warehousing & Storage, Dangerous Goods Handling And Road Haulage Services",,
,LOQUAT CLASSIC NIGERIA LTD,234(6)4896360,,Kano,Plot No 70 Sharada Phase 3,,info@loquatclassic.com,agriculture,"Leather Tannery And Agricultural Produce Trading, Export",,
,DISABILITY AID ORGANISATION,234(0)7067350779,,Lagos,A1 Close 4Th Avenue,,info@disaid.org,Other Service Activities ,Provides Advocacy Services On Disabled People,,
,GUARDIAN GLOBAL RESOURCES NIGERIA LIMITED,234(1)6321777,,Lagos,23 Babatunde Jose Street,,info@guardian-nigeria.com,Transport/storage,"Maritime Security,Manguards Services,Protocol And Journey Management,Risk Management And Consultancy",,
,SETANA ENERGY LTD,234(1)2912376,,Lagos,11A Abudu Smith Street Off Adeola Odeku Street,,operations@setanagroup.com,Petroleum downstream,"Oil & Gas Trading, Export, Import And Supply; Logistics",,
,BABA KUSA LIMITED,234(0)8050992920,,Kano,No. 114 Lamido Crescent,,babakusaltd@outlook.com,Information & Communication,Engaged Into Software Development,,
,TULCAN ENERGY RESOURCES LIMITED,234(1)2954598,,Lagos,14B Muri Okunola Street,,info@tulcanenergy.com; admin@tulcanenergy.com,Petroleum downstream,Oil & Gas Trading; Consultancy Services; Engineering; Procurement Services,,
,SLIMBURG LIMITED,234(0)8033495257,,Lagos,6-8 Sumbo Jibowu Street,,obadavotu@slimburglimited.com; obadavotu@gmail.com,Petroleum downstream,Provides Engineering Services And Trading Of Petroleum Products,,
,ROBERT BOSCH LIMITED,234(1)4489093,,Lagos,"52-54, Isaac John Street",,muyiwa.alabi@bosch.com; ghislain.noumbessy@bosch.com,Transport/storage,"Automotive Components, Industrial Products & Building Products",,
,IKEYI & ARIFAYAN SOLICITORS,234(1)6323430,,Lagos,"21, Boyle Street Lagos Island",,info@ikeyiarifayan.com; nikeyi@ikeyiarifayan.com,Other Service Activities ,Full Service Law Firm With International Business,,
,SHALINA HEALTHCARE NIGERIA LIMITED,234(1)8183973,,Lagos,"Plot 32 Billings Way Oregun,Ikeja",,nimisha.saini@shalina.com; shalinagroup@shalina.com,Manufacturing,Manufactures Pharmaceutical Preparations,,
,REAL LOGISTICS LIMITED,234(1)2956262,,Lagos,No: 2 Alexander Road,,j.esiegbuya@reallogistics.nl,Transport/storage,"Freight Forwarding, Fleet Distribution & Management, Haulage, Warehousing, Supply Chain Management, Ship Chattering, Consultancy & Project Management & Supplier Management",,
,ENVIRONSAFE GLOBAL LOGISTICS LTD,234(0)8082250411,,Lagos,"Blue Island Plaza, Km 14 Lekki Express Way",,afamefuna.asoegwu@environsafe.com.ng,Other Service Activities ,"Environment, Health And Safety Services",,
,AVIATOR TRAVELS AND TOURS LIMITED,234(0)8094468899,,Lagos,"7 A, Awudu Ekpekha Boulevard",,info@aviatortravelsng.com,Transport/storage,Operates Travel Agencies,,
,LEOADEM NIGERIA LIMITED,234(0)8129840022,,Abia,192 Jubilee Road,,leojeff2001@yahoo.com,Other Service Activities ,"Import & distribution of wines, used vehicles, textile materials, drugs.",,
,OCEANBLAST NIGERIA LIMITED,234(80)8092977777,,Lagos,1 Afolabi Brown Street,,bridget.iyen@oceanblastenergy.com,Petroleum downstream,Oil And Gas Tools And Equipment,,
